Category,Subclass,Index,QuestionType,AnswerType,Question,Answer
animal,invertebrates,4,AD,closed,"Which description of the video is correct?
(a) The stick insect remains still throughout the video.
(b) The stick insect exits the frame through the right edge.
(c) The stick insect exits the frame through the bottom edge.
(d) The stick insect exits the frame through the top edge.",(c)
animal,invertebrates,5,AD,closed,"From which part of the frame does the third insect enter the scene?
(a) Upper-left corner.
(b) Upper-right corner.
(c) Lower-left corner.
(d) Lower-right corner.",(c)
animal,invertebrates,6,TR,closed,"Why does the crab move backward in the video?
(a) The crab is attacked by the animal in front of it and backs away.
(b) The crab greets the animal in front of it in a friendly way and then backs away.
(c) The crab backs away because its claw is stuck by an underwater object.
(d) The crab moves backward on its own, with no external cause.",(a)
animal,invertebrates,7,TO,closed,"Do the caterpillar's legs move in the video?
(a) Yes.
(b) No.",(a)
animal,invertebrates,8,AD,closed,"Which description of the video is correct?
(a) The insect appears completely still throughout the video.
(b) The insect makes a rapid blinking motion.
(c) The insect's forelegs move.
(d) The insect is eating the food in front of it.",(c)
animal,mammals,1,AD,closed,"Which description best matches the animal's head movement in the video?
(a) It keeps its head lowered the whole time and remains completely still.
(b) Its head suddenly shakes quickly from side to side.
(c) It slowly raises its head and looks up at the sky for an extended time.
(d) It keeps staring at the camera without any head movement or shift.",(b)
animal,mammals,2,TO,closed,"True or false: The snake remains completely still in a defensive posture throughout the video, and only the mongoose is moving.
(a) True.
(b) False.",(b)
animal,mammals,3,TO,closed,"Facing the lioness's attack, the male lion only steps backward to avoid her and does not use any body part to block or fight back.
(a) True.
(b) False.",(b)
animal,mammals,4,AD,closed,"What action does the sambar deer make, and what result does it cause?
(a) It sticks out its tongue, causing the nearby plant to move.
(b) It sticks out its tongue, but the nearby plant does not move.
(c) It shakes its head, causing the nearby plant to move.
(d) It shakes its head, but the nearby plant does not move.",(b)
animal,mammals,5,AD,closed,"Which description of the video is correct?
(a) The polar bear keeps biting the walrus's back the entire time.
(b) The polar bear bites the walrus first, briefly lets go, and then bites it again.
(c) The polar bear bites the walrus first and then releases it and leaves.
(d) The polar bear is only observing the walrus throughout the video.",(b)
animal,mammals,6,TO,open,What is the horse doing while standing in the video?,Defecating
animal,mammals,7,AD,closed,"Which description of the video is correct?
(a) The lion keeps its head lowered and drinks water the whole time.
(b) The lion slowly walks through the stream.
(c) The lion jumps across the stream.
(d) The lion remains completely still throughout the video.",(c)
animal,mammals,8,TC,open,What is the maximum number of deer visible in the video at the same time?,4 deer
animal,mammals,9,TC,open,"At the same moment in the video, what is the maximum number of paws that appear on the central object?",3 paws
animal,mammals,10,AD,closed,"Which description correctly describes the mouse's position at the end of the video?
(a) The mouse leaves through the top of the frame.
(b) The mouse leaves through the right side of the screen.
(c) The mouse was eaten by another animal.
(d) The mouse burrows into a pile of leaves.",(c)
animal,mammals,11,TO,closed,"Does the animal make an ear-flapping movement in the video?
(a) Yes.
(b) No.",(a)
animal,mammals,12,TC,open,How many times does the larger monkey blink in the video?,2 times
animal,mammals,13,TC,open,How many times does the horse closest to the camera stick out its tongue in the video?,6 times
animal,reptiles,1,AD,closed,"From which direction does the frog enter the frame and land on the grass?
(a) It quickly enters from the vegetation in the upper-right corner.
(b) It quickly enters from the vegetation in the upper-left corner.
(c) It is already still on the grass from the beginning, camouflaged in place.
(d) It jumps straight up from the calm water at the bottom center of the frame.",(b)
animal,reptiles,2,AD,closed,"What action does the cobra make?
(a) It remains upright in a still threatening posture the entire time.
(b) It quickly flicks its forked tongue out and back in.
(c) It sprays venom while making an attack-like motion.
(d) It opens its mouth wide and stays still as if yawning.",(c)
